Date,Province,Role,Temperature_C,Rainfall_mm,Humidity_Percent,Soil_Moisture
4/12/2024,Ratchaburi_Veg,Veg_Source,28.01,0,65.67,0.14
5/12/2024,Ratchaburi_Veg,Veg_Source,27.84,0,65.62,0.14
6/12/2024,Ratchaburi_Veg,Veg_Source,27.67,0,65.75,0.14
7/12/2024,Ratchaburi_Veg,Veg_Source,28.12,0.2,64.96,0.14
8/12/2024,Ratchaburi_Veg,Veg_Source,27.99,1.8,71.21,0.14
9/12/2024,Ratchaburi_Veg,Veg_Source,27.05,0,72.25,0.15
10/12/2024,Ratchaburi_Veg,Veg_Source,26.9,0,67.46,0.15
11/12/2024,Ratchaburi_Veg,Veg_Source,27.49,0,67.75,0.15
12/12/2024,Ratchaburi_Veg,Veg_Source,28.11,0.8,68.71,0.13
13/12/2024,Ratchaburi_Veg,Veg_Source,26.48,2.7,81.42,0.16
14/12/2024,Ratchaburi_Veg,Veg_Source,26.4,0,71.62,0.21
15/12/2024,Ratchaburi_Veg,Veg_Source,25.17,0,58.5,0.22
16/12/2024,Ratchaburi_Veg,Veg_Source,25.22,0,54.83,0.2
17/12/2024,Ratchaburi_Veg,Veg_Source,25.1,0,60.38,0.18
18/12/2024,Ratchaburi_Veg,Veg_Source,25.45,0,66.67,0.17
19/12/2024,Ratchaburi_Veg,Veg_Source,25.17,0,65.25,0.16
20/12/2024,Ratchaburi_Veg,Veg_Source,24.06,0,60.46,0.16
21/12/2024,Ratchaburi_Veg,Veg_Source,23.69,0,65.67,0.16
22/12/2024,Ratchaburi_Veg,Veg_Source,23.3,0,62.38,0.17
23/12/2024,Ratchaburi_Veg,Veg_Source,23.05,0,60.38,0.16
24/12/2024,Ratchaburi_Veg,Veg_Source,24.5,0,61.88,0.16
25/12/2024,Ratchaburi_Veg,Veg_Source,25.06,0,61.83,0.15
26/12/2024,Ratchaburi_Veg,Veg_Source,25.81,0,64.83,0.15
27/12/2024,Ratchaburi_Veg,Veg_Source,27.62,0.5,65.38,0.15
28/12/2024,Ratchaburi_Veg,Veg_Source,27.13,0.2,68.42,0.15
29/12/2024,Ratchaburi_Veg,Veg_Source,25.53,0,65.96,0.16
30/12/2024,Ratchaburi_Veg,Veg_Source,25.2,0,65.21,0.17
31/12/2024,Ratchaburi_Veg,Veg_Source,24.49,0,61.83,0.17
1/1/2025,Ratchaburi_Veg,Veg_Source,24.53,0,64,0.17
2/1/2025,Ratchaburi_Veg,Veg_Source,24.36,0,65.08,0.18
3/1/2025,Ratchaburi_Veg,Veg_Source,24.77,0,64.17,0.19
4/1/2025,Ratchaburi_Veg,Veg_Source,24.73,0,62.25,0.19
5/1/2025,Ratchaburi_Veg,Veg_Source,23.89,0,56.62,0.21
6/1/2025,Ratchaburi_Veg,Veg_Source,23.05,0,60.79,0.22
7/1/2025,Ratchaburi_Veg,Veg_Source,23.09,0,65.21,0.24
8/1/2025,Ratchaburi_Veg,Veg_Source,24.58,0,64.54,0.24
9/1/2025,Ratchaburi_Veg,Veg_Source,25.7,0,65.96,0.26
10/1/2025,Ratchaburi_Veg,Veg_Source,24.93,0,68.38,0.27
11/1/2025,Ratchaburi_Veg,Veg_Source,23.85,0,61.71,0.28
12/1/2025,Ratchaburi_Veg,Veg_Source,21.23,0,55.92,0.28
13/1/2025,Ratchaburi_Veg,Veg_Source,20.47,0,56.96,0.29
14/1/2025,Ratchaburi_Veg,Veg_Source,21.14,0,61.25,0.3
15/1/2025,Ratchaburi_Veg,Veg_Source,23.18,0,64.83,0.31
16/1/2025,Ratchaburi_Veg,Veg_Source,25.28,0,59.96,0.3
17/1/2025,Ratchaburi_Veg,Veg_Source,24.06,0,63.25,0.31
18/1/2025,Ratchaburi_Veg,Veg_Source,23.4,0,63.79,0.32
19/1/2025,Ratchaburi_Veg,Veg_Source,22.95,0,64.83,0.33
20/1/2025,Ratchaburi_Veg,Veg_Source,22.75,0,64.54,0.35
21/1/2025,Ratchaburi_Veg,Veg_Source,22.82,0,68.08,0.36
22/1/2025,Ratchaburi_Veg,Veg_Source,23.08,0,64.71,0.36
23/1/2025,Ratchaburi_Veg,Veg_Source,23.19,0,63.79,0.35
24/1/2025,Ratchaburi_Veg,Veg_Source,24.18,0,66.17,0.35
25/1/2025,Ratchaburi_Veg,Veg_Source,26.09,0,65.54,0.34
26/1/2025,Ratchaburi_Veg,Veg_Source,25.79,0,72.38,0.33
27/1/2025,Ratchaburi_Veg,Veg_Source,24.2,2,73.88,0.32
28/1/2025,Ratchaburi_Veg,Veg_Source,23.19,0,63.88,0.33
29/1/2025,Ratchaburi_Veg,Veg_Source,23.07,0,67.25,0.34
30/1/2025,Ratchaburi_Veg,Veg_Source,23.46,0,67.04,0.36
31/1/2025,Ratchaburi_Veg,Veg_Source,24.15,0,63.5,0.36
1/2/2025,Ratchaburi_Veg,Veg_Source,25.43,0,65.42,0.36
2/2/2025,Ratchaburi_Veg,Veg_Source,25.61,0,67.12,0.35
3/2/2025,Ratchaburi_Veg,Veg_Source,26.05,0,71.79,0.35
4/2/2025,Ratchaburi_Veg,Veg_Source,26.18,0.8,74.33,0.35
5/2/2025,Ratchaburi_Veg,Veg_Source,26.1,0,73.67,0.34
6/2/2025,Ratchaburi_Veg,Veg_Source,26.38,0,74.33,0.32
7/2/2025,Ratchaburi_Veg,Veg_Source,26.45,0,71.71,0.3
8/2/2025,Ratchaburi_Veg,Veg_Source,26.58,0.3,70.42,0.3
9/2/2025,Ratchaburi_Veg,Veg_Source,25.09,0,66.92,0.31
10/2/2025,Ratchaburi_Veg,Veg_Source,24.15,0,63.67,0.32
11/2/2025,Ratchaburi_Veg,Veg_Source,24.5,0,64.25,0.33
12/2/2025,Ratchaburi_Veg,Veg_Source,25.5,0,62.88,0.33
13/2/2025,Ratchaburi_Veg,Veg_Source,26.28,0,63.79,0.33
14/2/2025,Ratchaburi_Veg,Veg_Source,27,0,67,0.32
15/2/2025,Ratchaburi_Veg,Veg_Source,27.64,0,63.21,0.31
16/2/2025,Ratchaburi_Veg,Veg_Source,27.58,0,65.58,0.3
17/2/2025,Ratchaburi_Veg,Veg_Source,27.37,0.2,76.42,0.28
18/2/2025,Ratchaburi_Veg,Veg_Source,27.07,4.9,77.62,0.27
19/2/2025,Ratchaburi_Veg,Veg_Source,26.43,3.8,78.54,0.25
20/2/2025,Ratchaburi_Veg,Veg_Source,26.77,0.6,79.54,0.22
21/2/2025,Ratchaburi_Veg,Veg_Source,27.56,0.9,74.79,0.22
22/2/2025,Ratchaburi_Veg,Veg_Source,27.3,1.1,77.58,0.21
23/2/2025,Ratchaburi_Veg,Veg_Source,26.86,3.6,79.62,0.21
24/2/2025,Ratchaburi_Veg,Veg_Source,24.94,8.5,87.04,0.29
25/2/2025,Ratchaburi_Veg,Veg_Source,24.2,1.1,78.29,0.33
26/2/2025,Ratchaburi_Veg,Veg_Source,25.73,0,72.67,0.31
27/2/2025,Ratchaburi_Veg,Veg_Source,27.37,0,71.96,0.28
28/2/2025,Ratchaburi_Veg,Veg_Source,28.12,0.1,71.04,0.26
1/3/2025,Ratchaburi_Veg,Veg_Source,28.42,0,73.04,0.24
2/3/2025,Ratchaburi_Veg,Veg_Source,28.88,0,74.38,0.22
3/3/2025,Ratchaburi_Veg,Veg_Source,29.1,0,73.75,0.2
4/3/2025,Ratchaburi_Veg,Veg_Source,29.04,0.1,71.62,0.18
5/3/2025,Ratchaburi_Veg,Veg_Source,29.06,0,70.75,0.17
6/3/2025,Ratchaburi_Veg,Veg_Source,29.15,0.1,74.29,0.17
7/3/2025,Ratchaburi_Veg,Veg_Source,27.98,7.9,79.88,0.19
8/3/2025,Ratchaburi_Veg,Veg_Source,26.64,4.4,82.62,0.28
9/3/2025,Ratchaburi_Veg,Veg_Source,27.32,0,71.67,0.26
10/3/2025,Ratchaburi_Veg,Veg_Source,28.71,0,69.08,0.23
11/3/2025,Ratchaburi_Veg,Veg_Source,29.39,3.7,69,0.22
12/3/2025,Ratchaburi_Veg,Veg_Source,28.98,0.1,72.92,0.2
13/3/2025,Ratchaburi_Veg,Veg_Source,28.04,3.9,78.92,0.19
14/3/2025,Ratchaburi_Veg,Veg_Source,28.4,0,78.12,0.22
15/3/2025,Ratchaburi_Veg,Veg_Source,29.14,0,72.5,0.2
16/3/2025,Ratchaburi_Veg,Veg_Source,29.76,0.5,70.83,0.18
17/3/2025,Ratchaburi_Veg,Veg_Source,28.83,0.9,76,0.17
18/3/2025,Ratchaburi_Veg,Veg_Source,28.95,0.3,76.08,0.17
19/3/2025,Ratchaburi_Veg,Veg_Source,28.05,1.7,72.04,0.16
20/3/2025,Ratchaburi_Veg,Veg_Source,26.69,0,60.79,0.16
21/3/2025,Ratchaburi_Veg,Veg_Source,25.69,0,61.5,0.16
22/3/2025,Ratchaburi_Veg,Veg_Source,26.2,0,64,0.16
23/3/2025,Ratchaburi_Veg,Veg_Source,27.61,0,62.96,0.16
24/3/2025,Ratchaburi_Veg,Veg_Source,28.49,0,59.38,0.16
25/3/2025,Ratchaburi_Veg,Veg_Source,29.18,0,70.08,0.16
26/3/2025,Ratchaburi_Veg,Veg_Source,29.45,0,73.33,0.15
27/3/2025,Ratchaburi_Veg,Veg_Source,29.27,0,71.75,0.15
28/3/2025,Ratchaburi_Veg,Veg_Source,28.69,0,62.96,0.14
29/3/2025,Ratchaburi_Veg,Veg_Source,28.57,0,69.79,0.13
30/3/2025,Ratchaburi_Veg,Veg_Source,28.9,1.3,75.75,0.13
31/3/2025,Ratchaburi_Veg,Veg_Source,26.94,20.8,87.54,0.18
1/4/2025,Ratchaburi_Veg,Veg_Source,27.88,1.7,80.83,0.21
2/4/2025,Ratchaburi_Veg,Veg_Source,27.37,3.7,78.08,0.2
3/4/2025,Ratchaburi_Veg,Veg_Source,28.85,6,73.21,0.16
4/4/2025,Ratchaburi_Veg,Veg_Source,29.67,0,69.54,0.14
5/4/2025,Ratchaburi_Veg,Veg_Source,29.33,0,68.92,0.13
6/4/2025,Ratchaburi_Veg,Veg_Source,29.5,0,67.79,0.12
7/4/2025,Ratchaburi_Veg,Veg_Source,29.18,0.1,70.62,0.11
8/4/2025,Ratchaburi_Veg,Veg_Source,29.62,0.1,71.12,0.11
9/4/2025,Ratchaburi_Veg,Veg_Source,30.27,0,65.83,0.1
10/4/2025,Ratchaburi_Veg,Veg_Source,28.44,9.3,77.17,0.12
11/4/2025,Ratchaburi_Veg,Veg_Source,28.39,5.8,81.5,0.17
12/4/2025,Ratchaburi_Veg,Veg_Source,29.05,1.8,73.38,0.18
13/4/2025,Ratchaburi_Veg,Veg_Source,29.82,0,71.42,0.2
14/4/2025,Ratchaburi_Veg,Veg_Source,28.08,4.4,81.42,0.19
15/4/2025,Ratchaburi_Veg,Veg_Source,27.37,17.1,83.92,0.26
16/4/2025,Ratchaburi_Veg,Veg_Source,27.71,5.8,82.92,0.32
17/4/2025,Ratchaburi_Veg,Veg_Source,28.92,1.2,77.21,0.27
18/4/2025,Ratchaburi_Veg,Veg_Source,28.29,9,81.83,0.26
19/4/2025,Ratchaburi_Veg,Veg_Source,28.46,0.6,80.71,0.32
20/4/2025,Ratchaburi_Veg,Veg_Source,29.5,0.1,74,0.29
21/4/2025,Ratchaburi_Veg,Veg_Source,29.52,0,71.33,0.23
22/4/2025,Ratchaburi_Veg,Veg_Source,29.35,1.7,66.83,0.2
23/4/2025,Ratchaburi_Veg,Veg_Source,29.85,0,70.08,0.18
24/4/2025,Ratchaburi_Veg,Veg_Source,30.11,1.6,69.62,0.17
25/4/2025,Ratchaburi_Veg,Veg_Source,30.8,0,66.12,0.15
26/4/2025,Ratchaburi_Veg,Veg_Source,30.18,1.5,71.12,0.14
27/4/2025,Ratchaburi_Veg,Veg_Source,29.07,2.6,77.58,0.13
28/4/2025,Ratchaburi_Veg,Veg_Source,29.52,0.5,71.17,0.13
29/4/2025,Ratchaburi_Veg,Veg_Source,29.46,0,72.5,0.16
30/4/2025,Ratchaburi_Veg,Veg_Source,30.13,0,68.62,0.15
1/5/2025,Ratchaburi_Veg,Veg_Source,29.93,2.3,71.42,0.15
2/5/2025,Ratchaburi_Veg,Veg_Source,29.84,1.9,70.46,0.14
3/5/2025,Ratchaburi_Veg,Veg_Source,28.8,1.2,78.17,0.15
4/5/2025,Ratchaburi_Veg,Veg_Source,29.17,2.6,76.25,0.21
5/5/2025,Ratchaburi_Veg,Veg_Source,29.54,5.2,75.38,0.19
6/5/2025,Ratchaburi_Veg,Veg_Source,28.68,3.4,80.04,0.15
7/5/2025,Ratchaburi_Veg,Veg_Source,29.1,3.8,78.38,0.13
8/5/2025,Ratchaburi_Veg,Veg_Source,30.22,0.2,72.12,0.14
9/5/2025,Ratchaburi_Veg,Veg_Source,30.21,4.2,71,0.14
10/5/2025,Ratchaburi_Veg,Veg_Source,29.08,26.2,79.29,0.2
11/5/2025,Ratchaburi_Veg,Veg_Source,27.59,14.4,84.62,0.35
12/5/2025,Ratchaburi_Veg,Veg_Source,27,4.8,88.25,0.34
13/5/2025,Ratchaburi_Veg,Veg_Source,27.1,3.6,88.25,0.35
14/5/2025,Ratchaburi_Veg,Veg_Source,27.44,6.9,86.71,0.34
15/5/2025,Ratchaburi_Veg,Veg_Source,27.63,3,84.58,0.34
16/5/2025,Ratchaburi_Veg,Veg_Source,27.74,7.3,87.21,0.35
17/5/2025,Ratchaburi_Veg,Veg_Source,27.34,11.4,88.96,0.37
18/5/2025,Ratchaburi_Veg,Veg_Source,28.6,1,83.79,0.36
19/5/2025,Ratchaburi_Veg,Veg_Source,28.35,4,84.08,0.32
20/5/2025,Ratchaburi_Veg,Veg_Source,29.51,0.6,77.54,0.28
21/5/2025,Ratchaburi_Veg,Veg_Source,28.91,1.9,80.88,0.26
22/5/2025,Ratchaburi_Veg,Veg_Source,29.2,0,80.12,0.28
23/5/2025,Ratchaburi_Veg,Veg_Source,29.63,0.4,73.62,0.27
24/5/2025,Ratchaburi_Veg,Veg_Source,28.33,2.5,79.71,0.23
25/5/2025,Ratchaburi_Veg,Veg_Source,27.49,13,86.88,0.25
26/5/2025,Ratchaburi_Veg,Veg_Source,27.08,4.2,88.5,0.27
27/5/2025,Ratchaburi_Veg,Veg_Source,26.93,16.8,89.25,0.36
28/5/2025,Ratchaburi_Veg,Veg_Source,28.61,1.1,81.58,0.31
29/5/2025,Ratchaburi_Veg,Veg_Source,28.68,5,84.29,0.33
30/5/2025,Ratchaburi_Veg,Veg_Source,28.35,8.6,82.42,0.34
31/5/2025,Ratchaburi_Veg,Veg_Source,28.09,12.3,85.5,0.34
1/6/2025,Ratchaburi_Veg,Veg_Source,28.58,4.3,79.21,0.33
2/6/2025,Ratchaburi_Veg,Veg_Source,29.28,1.1,73.42,0.28
3/6/2025,Ratchaburi_Veg,Veg_Source,28.05,0.8,78.79,0.23
4/6/2025,Ratchaburi_Veg,Veg_Source,29.06,7.3,75.75,0.19
5/6/2025,Ratchaburi_Veg,Veg_Source,29.13,8.8,73.5,0.23
6/6/2025,Ratchaburi_Veg,Veg_Source,30.6,0.8,64.04,0.17
7/6/2025,Ratchaburi_Veg,Veg_Source,29.43,6.4,71.71,0.15
8/6/2025,Ratchaburi_Veg,Veg_Source,29.5,4.9,73,0.15
9/6/2025,Ratchaburi_Veg,Veg_Source,29.09,10,73.54,0.24
10/6/2025,Ratchaburi_Veg,Veg_Source,30.38,0,63.04,0.18
11/6/2025,Ratchaburi_Veg,Veg_Source,29.2,2.8,69.5,0.16
12/6/2025,Ratchaburi_Veg,Veg_Source,29.73,0.1,65.62,0.12
13/6/2025,Ratchaburi_Veg,Veg_Source,28.6,4.4,74.46,0.11
14/6/2025,Ratchaburi_Veg,Veg_Source,27.31,6.2,85.17,0.2
15/6/2025,Ratchaburi_Veg,Veg_Source,27.48,1.7,82.33,0.2
16/6/2025,Ratchaburi_Veg,Veg_Source,28.62,0.3,73.04,0.19
17/6/2025,Ratchaburi_Veg,Veg_Source,30,1.4,65.58,0.17
18/6/2025,Ratchaburi_Veg,Veg_Source,29.9,0.5,65.83,0.14
19/6/2025,Ratchaburi_Veg,Veg_Source,29.39,0.5,68.62,0.14
20/6/2025,Ratchaburi_Veg,Veg_Source,29.17,1.5,72.04,0.13
21/6/2025,Ratchaburi_Veg,Veg_Source,28.72,5.8,71.25,0.14
22/6/2025,Ratchaburi_Veg,Veg_Source,29.39,2.2,67.83,0.16
23/6/2025,Ratchaburi_Veg,Veg_Source,28.78,2,70.33,0.15
24/6/2025,Ratchaburi_Veg,Veg_Source,28.68,0.2,69.79,0.14
25/6/2025,Ratchaburi_Veg,Veg_Source,29.37,0.2,69.54,0.16
26/6/2025,Ratchaburi_Veg,Veg_Source,29.82,0.4,63.58,0.21
27/6/2025,Ratchaburi_Veg,Veg_Source,28.97,1.8,69.21,0.2
28/6/2025,Ratchaburi_Veg,Veg_Source,27.96,3.6,75.21,0.27
29/6/2025,Ratchaburi_Veg,Veg_Source,28.09,0.7,73.33,0.24
30/6/2025,Ratchaburi_Veg,Veg_Source,27.58,1,76.38,0.24
1/7/2025,Ratchaburi_Veg,Veg_Source,28.38,0.2,72.75,0.21
2/7/2025,Ratchaburi_Veg,Veg_Source,27.35,3.1,79.92,0.22
3/7/2025,Ratchaburi_Veg,Veg_Source,28.47,0.2,69.79,0.2
4/7/2025,Ratchaburi_Veg,Veg_Source,29.83,0,65.71,0.16
5/7/2025,Ratchaburi_Veg,Veg_Source,29.85,1.7,63.29,0.12
6/7/2025,Ratchaburi_Veg,Veg_Source,29.32,0.5,67.21,0.13
7/7/2025,Ratchaburi_Veg,Veg_Source,29.73,0.7,68.5,0.14
8/7/2025,Ratchaburi_Veg,Veg_Source,28.42,16.4,78.5,0.27
9/7/2025,Ratchaburi_Veg,Veg_Source,28.55,0.7,74.5,0.27
10/7/2025,Ratchaburi_Veg,Veg_Source,29.31,0.2,69.75,0.23
11/7/2025,Ratchaburi_Veg,Veg_Source,28.39,0.3,71.29,0.18
12/7/2025,Ratchaburi_Veg,Veg_Source,30.58,0.5,64.33,0.15
13/7/2025,Ratchaburi_Veg,Veg_Source,29.69,4.4,70.83,0.2
14/7/2025,Ratchaburi_Veg,Veg_Source,28.48,5.9,80.5,0.33
15/7/2025,Ratchaburi_Veg,Veg_Source,28.44,18.5,80.96,0.33
16/7/2025,Ratchaburi_Veg,Veg_Source,28.07,15.2,80.46,0.31
17/7/2025,Ratchaburi_Veg,Veg_Source,27.58,3.3,84.92,0.29
18/7/2025,Ratchaburi_Veg,Veg_Source,28.04,1.6,78.29,0.29
19/7/2025,Ratchaburi_Veg,Veg_Source,28.52,13.9,74.38,0.28
20/7/2025,Ratchaburi_Veg,Veg_Source,27.75,12,81.5,0.34
21/7/2025,Ratchaburi_Veg,Veg_Source,26.63,11.1,87.04,0.35
22/7/2025,Ratchaburi_Veg,Veg_Source,27.05,4,80.25,0.35
23/7/2025,Ratchaburi_Veg,Veg_Source,27.46,2.9,81.75,0.34
24/7/2025,Ratchaburi_Veg,Veg_Source,28.12,0.6,78,0.3
25/7/2025,Ratchaburi_Veg,Veg_Source,28.78,0,73.54,0.25
26/7/2025,Ratchaburi_Veg,Veg_Source,29.28,0.7,70.79,0.2
27/7/2025,Ratchaburi_Veg,Veg_Source,28.11,2.2,77.71,0.18
28/7/2025,Ratchaburi_Veg,Veg_Source,29.14,3.2,71.5,0.18
29/7/2025,Ratchaburi_Veg,Veg_Source,29.35,0.4,69.96,0.14
30/7/2025,Ratchaburi_Veg,Veg_Source,29.84,0.7,68.29,0.12
31/7/2025,Ratchaburi_Veg,Veg_Source,30.43,0.3,63.92,0.11
1/8/2025,Ratchaburi_Veg,Veg_Source,31.42,0,58.92,0.11
2/8/2025,Ratchaburi_Veg,Veg_Source,31.42,1.7,59.83,0.11
3/8/2025,Ratchaburi_Veg,Veg_Source,31.62,1.1,59.46,0.11
4/8/2025,Ratchaburi_Veg,Veg_Source,31.4,0.4,60.71,0.13
5/8/2025,Ratchaburi_Veg,Veg_Source,31.11,2.8,62.96,0.18
6/8/2025,Ratchaburi_Veg,Veg_Source,29.18,12.2,72.29,0.22
7/8/2025,Ratchaburi_Veg,Veg_Source,28.09,4.2,79.38,0.29
8/8/2025,Ratchaburi_Veg,Veg_Source,28.39,8.8,78.12,0.32
9/8/2025,Ratchaburi_Veg,Veg_Source,28.87,6,74.96,0.33
10/8/2025,Ratchaburi_Veg,Veg_Source,29.5,1.2,68.21,0.27
11/8/2025,Ratchaburi_Veg,Veg_Source,27.89,4,73.88,0.26
12/8/2025,Ratchaburi_Veg,Veg_Source,27.86,6.2,76.75,0.33
13/8/2025,Ratchaburi_Veg,Veg_Source,27.94,6.1,75.38,0.31
14/8/2025,Ratchaburi_Veg,Veg_Source,28.68,5.8,68.96,0.26
15/8/2025,Ratchaburi_Veg,Veg_Source,27.96,25.2,75.12,0.25
16/8/2025,Ratchaburi_Veg,Veg_Source,27.45,4.1,77.33,0.3
17/8/2025,Ratchaburi_Veg,Veg_Source,26.94,4.5,79.38,0.33
18/8/2025,Ratchaburi_Veg,Veg_Source,27.72,2.8,76.62,0.28
19/8/2025,Ratchaburi_Veg,Veg_Source,28.09,1,73.75,0.25
20/8/2025,Ratchaburi_Veg,Veg_Source,27.75,6.4,77.12,0.29
21/8/2025,Ratchaburi_Veg,Veg_Source,28.2,10.6,78.33,0.25
22/8/2025,Ratchaburi_Veg,Veg_Source,26.85,10.4,84.04,0.22
23/8/2025,Ratchaburi_Veg,Veg_Source,26.51,8.8,82.21,0.29
24/8/2025,Ratchaburi_Veg,Veg_Source,26.99,8.2,81.79,0.31
25/8/2025,Ratchaburi_Veg,Veg_Source,27.65,2.1,76.12,0.3
26/8/2025,Ratchaburi_Veg,Veg_Source,27.08,9.9,78.5,0.26
27/8/2025,Ratchaburi_Veg,Veg_Source,26.73,1.9,80.21,0.26
28/8/2025,Ratchaburi_Veg,Veg_Source,28.59,0,70.04,0.23
29/8/2025,Ratchaburi_Veg,Veg_Source,29.1,0,67.5,0.18
30/8/2025,Ratchaburi_Veg,Veg_Source,29.42,0.8,67.04,0.15
31/8/2025,Ratchaburi_Veg,Veg_Source,28.36,1.2,72.38,0.17
1/9/2025,Ratchaburi_Veg,Veg_Source,28.21,11.4,76.62,0.15
2/9/2025,Ratchaburi_Veg,Veg_Source,28.05,0.3,77.75,0.26
3/9/2025,Ratchaburi_Veg,Veg_Source,27.73,2.9,78.08,0.25
4/9/2025,Ratchaburi_Veg,Veg_Source,27.55,6.8,84.04,0.28
5/9/2025,Ratchaburi_Veg,Veg_Source,27.3,13.7,84.04,0.3
6/9/2025,Ratchaburi_Veg,Veg_Source,27.72,1.9,83.92,0.32
7/9/2025,Ratchaburi_Veg,Veg_Source,27.1,8.8,88.29,0.34
8/9/2025,Ratchaburi_Veg,Veg_Source,26.25,7,92.79,0.34
9/9/2025,Ratchaburi_Veg,Veg_Source,26.68,14.7,87.29,0.37
10/9/2025,Ratchaburi_Veg,Veg_Source,26.3,9.5,89,0.38
11/9/2025,Ratchaburi_Veg,Veg_Source,26.91,11,88.54,0.36
12/9/2025,Ratchaburi_Veg,Veg_Source,27.35,8.9,85.29,0.33
13/9/2025,Ratchaburi_Veg,Veg_Source,27.69,4.2,83.83,0.31
14/9/2025,Ratchaburi_Veg,Veg_Source,27.02,17.6,85.58,0.32
15/9/2025,Ratchaburi_Veg,Veg_Source,27.18,5.8,85.17,0.28
16/9/2025,Ratchaburi_Veg,Veg_Source,26.52,11.9,89,0.32
17/9/2025,Ratchaburi_Veg,Veg_Source,27.12,12.9,88.04,0.33
18/9/2025,Ratchaburi_Veg,Veg_Source,27.1,7.3,84.04,0.3
19/9/2025,Ratchaburi_Veg,Veg_Source,26.99,5.2,83.54,0.32
20/9/2025,Ratchaburi_Veg,Veg_Source,27.84,1.6,79.75,0.29
21/9/2025,Ratchaburi_Veg,Veg_Source,28.22,0.4,74.79,0.28
22/9/2025,Ratchaburi_Veg,Veg_Source,28.09,0.6,73.71,0.23
23/9/2025,Ratchaburi_Veg,Veg_Source,28.17,2.9,75.42,0.2
24/9/2025,Ratchaburi_Veg,Veg_Source,28.04,0.2,75.71,0.19
25/9/2025,Ratchaburi_Veg,Veg_Source,28.7,0.1,69.75,0.14
26/9/2025,Ratchaburi_Veg,Veg_Source,27.04,22.1,82.83,0.24
27/9/2025,Ratchaburi_Veg,Veg_Source,25.95,19.4,90.88,0.35
28/9/2025,Ratchaburi_Veg,Veg_Source,27.44,1.4,81.96,0.33
29/9/2025,Ratchaburi_Veg,Veg_Source,27.51,12.3,82.75,0.32
30/9/2025,Ratchaburi_Veg,Veg_Source,26.81,16.2,87.79,0.33
1/10/2025,Ratchaburi_Veg,Veg_Source,27.31,3.1,84.33,0.31
2/10/2025,Ratchaburi_Veg,Veg_Source,28.26,2.1,82.96,0.26
3/10/2025,Ratchaburi_Veg,Veg_Source,28.44,0.5,79.04,0.28
4/10/2025,Ratchaburi_Veg,Veg_Source,27.14,18.8,86.33,0.27
5/10/2025,Ratchaburi_Veg,Veg_Source,28.17,0.6,80.29,0.23
6/10/2025,Ratchaburi_Veg,Veg_Source,28.48,0.1,79.54,0.19
7/10/2025,Ratchaburi_Veg,Veg_Source,27.98,3.8,76.62,0.17
8/10/2025,Ratchaburi_Veg,Veg_Source,27.16,6.3,83.67,0.22
9/10/2025,Ratchaburi_Veg,Veg_Source,27.33,1.6,82.75,0.25
10/10/2025,Ratchaburi_Veg,Veg_Source,27.3,4.6,83.38,0.23
11/10/2025,Ratchaburi_Veg,Veg_Source,27.38,2.1,83.71,0.2
12/10/2025,Ratchaburi_Veg,Veg_Source,27.12,10.3,86.46,0.18
13/10/2025,Ratchaburi_Veg,Veg_Source,27.67,2,84.17,0.26
14/10/2025,Ratchaburi_Veg,Veg_Source,26.58,8.4,88.04,0.29
15/10/2025,Ratchaburi_Veg,Veg_Source,25.72,40.5,92.88,0.38
16/10/2025,Ratchaburi_Veg,Veg_Source,27.17,6.2,85.67,0.32
17/10/2025,Ratchaburi_Veg,Veg_Source,27.12,6.5,85.5,0.3
18/10/2025,Ratchaburi_Veg,Veg_Source,26.42,9.1,89.42,0.34
19/10/2025,Ratchaburi_Veg,Veg_Source,26.38,20.9,87.58,0.36
20/10/2025,Ratchaburi_Veg,Veg_Source,25.95,22.9,89.17,0.38
21/10/2025,Ratchaburi_Veg,Veg_Source,26.98,8.2,85.54,0.37
22/10/2025,Ratchaburi_Veg,Veg_Source,27.61,0.3,77.92,0.33
23/10/2025,Ratchaburi_Veg,Veg_Source,27.1,0,73.17,0.31
24/10/2025,Ratchaburi_Veg,Veg_Source,26.94,0,73.38,0.29
25/10/2025,Ratchaburi_Veg,Veg_Source,26.07,1.4,82.83,0.28
26/10/2025,Ratchaburi_Veg,Veg_Source,27.41,1,78.46,0.29
27/10/2025,Ratchaburi_Veg,Veg_Source,26.76,0.7,80.33,0.28
28/10/2025,Ratchaburi_Veg,Veg_Source,26.63,1.9,83.58,0.26
29/10/2025,Ratchaburi_Veg,Veg_Source,26.63,4.6,85.46,0.26
30/10/2025,Ratchaburi_Veg,Veg_Source,25.92,11.4,87.25,0.28
31/10/2025,Ratchaburi_Veg,Veg_Source,26.35,11.7,88.17,0.32
1/11/2025,Ratchaburi_Veg,Veg_Source,25.92,22.7,92.46,0.41
2/11/2025,Ratchaburi_Veg,Veg_Source,25.9,27.6,92.12,0.42
3/11/2025,Ratchaburi_Veg,Veg_Source,25.53,17.6,92.5,0.4
4/11/2025,Ratchaburi_Veg,Veg_Source,26.08,0.8,87.12,0.39
5/11/2025,Ratchaburi_Veg,Veg_Source,26.43,0.7,82.5,0.38
6/11/2025,Ratchaburi_Veg,Veg_Source,26.66,0.3,83.71,0.35
